index,Tahun,Comments,preprocessed,tokenize_text,label,score
1535,2023,Roda pasti berputar,roda putar,"['roda', 'putar']",negatif,-5
1536,2023,@quii_nur  centang birunya mana??,centang biru,"['centang', 'biru']",negatif,-5
1537,2023,Malang kak,malang kak,"['malang', 'kak']",negatif,-5
1538,2023,Kok belum centang biru kak udah follow,centang biru kak follow,"['centang', 'biru', 'kak', 'follow']",negatif,-5
1539,2023,Bismillah dapatt mau dong kaka uang cash nya buat bayar utang dan kebutuhan sehari2,bismillah kakak uang cash nya bayar utang butuh hari,"['bismillah', 'kakak', 'uang', 'cash', 'nya', 'bayar', 'utang', 'butuh', 'hari']",negatif,-5
1540,2023,Parah aku di blacklist ko jes di ml :'),parah blacklist jes ml,"['parah', 'blacklist', 'jes', 'ml']",negatif,-5
1541,2023,siska kol hamil,siska kol hamil,"['siska', 'kol', 'hamil']",negatif,-5
1542,2023,Botol susunya Segede gaban??,botol susu gede gaban wajah menang keras,"['botol', 'susu', 'gede', 'gaban', 'wajah', 'menang', 'keras']",negatif,-5
1543,2023,@cece.ziaa_ SEBELUM LU NYURUH GW UDAH GAWE 5THN ?? LIAT DIRIMU UDAH BENER BELUM HIDUP MASIH DI BAWAH HARTA ORTU GA USAH NYURUH" DEH,ziaa lu nyuruh gue gawe thn tertawa terbahakbahak lihat diri hidup harta orang tua nyuruh deh,"['ziaa', 'lu', 'nyuruh', 'gue', 'gawe', 'thn', 'tertawa', 'terbahakbahak', 'lihat', 'diri', 'hidup', 'harta', 'orang', 'tua', 'nyuruh', 'deh']",negatif,-5
1544,2023,Gw belah bumi nda lama nih,gue belah bumi indak nih,"['gue', 'belah', 'bumi', 'indak', 'nih']",negatif,-5
1545,2023,Cantik banget sihhhhh??????,cantik banget sih wajah menang keras wajah menang keras wajah menang keras,"['cantik', 'banget', 'sih', 'wajah', 'menang', 'keras', 'wajah', 'menang', 'keras', 'wajah', 'menang', 'keras']",negatif,-5
1546,2023,Kalo hamil bukannya ngk boleh mkn telur setengah matang ya,kalo hamil telur matang ya,"['kalo', 'hamil', 'telur', 'matang', 'ya']",negatif,-5
1547,2023,Sisca hamil makan telor setengah matang,sisca hamil makan telor matang,"['sisca', 'hamil', 'makan', 'telor', 'matang']",negatif,-5
1548,2023,Kalo ngegamenya ngasilin duit keknya para istri gak bakal protes deh suaminya maen game trus??,kalo ngegamenya ngasilin duit kayak istri protes deh suami main game wajah gembira urai air mata,"['kalo', 'ngegamenya', 'ngasilin', 'duit', 'kayak', 'istri', 'protes', 'deh', 'suami', 'main', 'game', 'wajah', 'gembira', 'urai', 'air', 'mata']",negatif,-5
1549,2023,"Mau nanya ,emng gpp ya  makan telur mata sapi setengah mateng",gp ya makan telur mata sapi mateng,"['gp', 'ya', 'makan', 'telur', 'mata', 'sapi', 'mateng']",negatif,-5
1550,2023,"Jd pengen, tapi mesti beli dmna coba ??",pengin mesti beli mana coba wajah senyum dengan air mata,"['pengin', 'mesti', 'beli', 'mana', 'coba', 'wajah', 'senyum', 'dengan', 'air', 'mata']",netral,-5
1551,2023,@triwahyucahyosepta more like albert rip off,more like albert rip of,"['more', 'like', 'albert', 'rip', 'of']",negatif,-5
1552,2023,Boleh iPhone Cici buat aku ngonten biar jadi seleb juga kayak cici????,iphone cici ngonten biar seleb kayak cici wajah gembira urai air mata wajah senyum lebar mata hati,"['iphone', 'cici', 'ngonten', 'biar', 'seleb', 'kayak', 'cici', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'senyum', 'lebar', 'mata', 'hati']",netral,-5
1553,2023,"@yusiadistya bukan kebal kayanya, ciloknya dah males masok??  sadar klo didalem daging wahyu semua wkwk",kebal kaya cilok deh malas masok wajah gembira urai air mata sadar kalo dalem daging wahyu wkwk,"['kebal', 'kaya', 'cilok', 'deh', 'malas', 'masok', 'wajah', 'gembira', 'urai', 'air', 'mata', 'sadar', 'kalo', 'dalem', 'daging', 'wahyu', 'wkwk']",netral,-5
1554,2023,Kak berani Gk ngomong nya agak kasar Jngn terlalu lebur tf seikhlas nya,kak berani omong nya kasar lebur tf ikhlas nya,"['kak', 'berani', 'omong', 'nya', 'kasar', 'lebur', 'tf', 'ikhlas', 'nya']",negatif,-5
1555,2023,@bagussetiaji1 siapakah tiktoker sebelah ?,tiktoker belah,"['tiktoker', 'belah']",netral,-5
1556,2023,AKU UDH FOLLOW PKET LENGKAP KAK????????,follow pket lengkap kak wajah senyum lebar mata hati wajah senyum lebar mata hati wajah senyum lebar mata hati wajah senyum lebar mata hati,"['follow', 'pket', 'lengkap', 'kak', 'wajah', 'senyum', 'lebar', 'mata', 'hati', 'wajah', 'senyum', 'lebar', 'mata', 'hati', 'wajah', 'senyum', 'lebar', 'mata', 'hati', 'wajah', 'senyum', 'lebar', 'mata', 'hati']",netral,-5
1557,2023,Buktiin dong.. Ke gue. Gue mau jual ginjal gue.. Buat beli rumah.. Biar gubuk asal rumah ndiri.. Ayok buktiin dong bos.. Sanggup gak beli ginjal gue??,bukti gue gue jual ginjal gue beli rumah biar gubuk rumah ndiri ayok bukti bos sanggup beli ginjal gue wajah menang,"['bukti', 'gue', 'gue', 'jual', 'ginjal', 'gue', 'beli', 'rumah', 'biar', 'gubuk', 'rumah', 'ndiri', 'ayok', 'bukti', 'bos', 'sanggup', 'beli', 'ginjal', 'gue', 'wajah', 'menang']",negatif,-5
1558,2023,@niaakrtka_ kontol,kontol,['kontol'],negatif,-5
1559,2023,@deachintia.p temenku pas hamil malah pgnnya soda trus anaknya uda gede skrg.. aku pas hamil gede minum cola jg seteguk mah gpp de,p temenku pas hamil pengin soda anak gede pas hamil gede minum cola teguk mah gp deh,"['p', 'temenku', 'pas', 'hamil', 'pengin', 'soda', 'anak', 'gede', 'pas', 'hamil', 'gede', 'minum', 'cola', 'teguk', 'mah', 'gp', 'deh']",negatif,-5
1560,2023,Aku beneran beli libby untuk ponakan aku. Bagus banget.,benar beli libby ponakan bagus banget,"['benar', 'beli', 'libby', 'ponakan', 'bagus', 'banget']",positif,-5
1561,2023,Banyi nya imut kek aku??,banyi nya imut kayak wajah senyum lebar mata hati,"['banyi', 'nya', 'imut', 'kayak', 'wajah', 'senyum', 'lebar', 'mata', 'hati']",positif,-5
1562,2023,Anakku juga pake libby. Bagus bahannya,anak pakai libby bagus bahan,"['anak', 'pakai', 'libby', 'bagus', 'bahan']",positif,-5
1563,2023,@lelynv ih iya jugaaa mam...wkwk nepi dieu si eta,ih iya mam wkwk nepi dieu sih eta,"['ih', 'iya', 'mam', 'wkwk', 'nepi', 'dieu', 'sih', 'eta']",negatif,-5
1564,2023,"@niarodearni katanya sih Libby tdk usah di cuci nda pp.. tpi dlu aq semua baju dri merk Libby, Velvet dsb yg ada merk di Indonesia sya cuci dan setrika.. ?? takut babynya ntar gatal""",sih libby cuci indak p baju merk libby velvet dsb merk indonesia cuci setrika wajah gembira urai air mata takut babynya entar gatal,"['sih', 'libby', 'cuci', 'indak', 'p', 'baju', 'merk', 'libby', 'velvet', 'dsb', 'merk', 'indonesia', 'cuci', 'setrika', 'wajah', 'gembira', 'urai', 'air', 'mata', 'takut', 'babynya', 'entar', 'gatal']",negatif,-5
1565,2023,"@niarodearni langsung buang kayak nya ??habis tu beli baru lg, gak ngerasain kebingungan cari baju pokoknya ka",langsung buang kayak nya wajah gembira urai air mata habis beli rasai bingung cari baju pokok kak,"['langsung', 'buang', 'kayak', 'nya', 'wajah', 'gembira', 'urai', 'air', 'mata', 'habis', 'beli', 'rasai', 'bingung', 'cari', 'baju', 'pokok', 'kak']",negatif,-5
1566,2023,@nina_mpiet itu kan lg dpt endors kan ya.. spya keliatan merknya.. pasti teh siska ge tau attu hrs d apain dl sblm d pakein k bayinya,endors ya spya merknya teh siska ge tau attu apa pakein bayi,"['endors', 'ya', 'spya', 'merknya', 'teh', 'siska', 'ge', 'tau', 'attu', 'apa', 'pakein', 'bayi']",negatif,-5
1567,2023,Idihhh kocakkkkk kulit limooo??,idih kocak kulit limo moa,"['idih', 'kocak', 'kulit', 'limo', 'moa']",negatif,-5
1568,2023,@yvkei.s tlg gbs apus komen,si tolong hapus komen,"['si', 'tolong', 'hapus', 'komen']",negatif,-5
1569,2023,Iri bnget ni org??,iri banget nih orang wajah gembira urai air mata,"['iri', 'banget', 'nih', 'orang', 'wajah', 'gembira', 'urai', 'air', 'mata']",negatif,-5
1570,2023,"@yollandapr supaya kalau nanti udah mulai tenggelam alias ga laku lagi, baru mulai buka muka anaknya (itu cara  yg ?dipake?) supaya dipublikasikan lagi sama media bahwa si anu sudah mulai memperlihatkan wajah anaknya wkwkwk jadi ga tenggelam berita tentang dia??????",tenggelam alias laku buka muka anak pakai publikasi media sih anu wajah anak wkwkwk tenggelam berita wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata,"['tenggelam', 'alias', 'laku', 'buka', 'muka', 'anak', 'pakai', 'publikasi', 'media', 'sih', 'anu', 'wajah', 'anak', 'wkwkwk', 'tenggelam', 'berita', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata']",netral,-5
1571,2023,smp nya udah hp iphone kalah aku??,nya hp iphone kalah wajah menang,"['nya', 'hp', 'iphone', 'kalah', 'wajah', 'menang']",netral,-5
1572,2023,"@ikayunita.a mungkin memilih dot, secara gt loh, you know lah??????",a pilih dot loh you know wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata,"['a', 'pilih', 'dot', 'loh', 'you', 'know', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata']",negatif,-5
1573,2023,Perasaan klau bobo miring mulu kplanya jess ..benerin??,asa bobo miring mulu kplanya jes benerin wajah menang,"['asa', 'bobo', 'miring', 'mulu', 'kplanya', 'jes', 'benerin', 'wajah', 'menang']",negatif,-5
1574,2023,Gemes amatcii shopiaa pen tak gigitt deh??,gemas amatci shopia pengin gigit deh wajah terlalu lelah,"['gemas', 'amatci', 'shopia', 'pengin', 'gigit', 'deh', 'wajah', 'terlalu', 'lelah']",positif,-5
1575,2023,@sophianoduit pengen nangis shopianoduit????????,pengin menang shopianoduit wajah menang keras wajah menang keras wajah menang keras wajah menang keras,"['pengin', 'menang', 'shopianoduit', 'wajah', 'menang', 'keras', 'wajah', 'menang', 'keras', 'wajah', 'menang', 'keras', 'wajah', 'menang', 'keras']",negatif,-5
1576,2024,Dia bayi udah bisa keliling dunia lah aku keliling rumah??,bayi keliling dunia keliling rumah wajah gembira urai air mata,"['bayi', 'keliling', 'dunia', 'keliling', 'rumah', 'wajah', 'gembira', 'urai', 'air', 'mata']",negatif,-5
1577,2024,"@desyeka_s  org kaya beli dong bjunya,nahan amat",orang kayak beli bjunya tahan,"['orang', 'kayak', 'beli', 'bjunya', 'tahan']",negatif,-5
1578,2024,Cantik bgt ka siska ??????,cantik banget kak siska wajah menang keras wajah menang keras wajah menang keras,"['cantik', 'banget', 'kak', 'siska', 'wajah', 'menang', 'keras', 'wajah', 'menang', 'keras', 'wajah', 'menang', 'keras']",negatif,-5
1579,2024,@anggibellar yg sebelah itu siapa mbak? Asli kepo ??,belah mbak asli kepo wajah senyum lebar dan mejam mata,"['belah', 'mbak', 'asli', 'kepo', 'wajah', 'senyum', 'lebar', 'dan', 'mejam', 'mata']",negatif,-5
1580,2024,"Baru nonton youth of mei ngeliat pemeran ceweknya kek familiar , mirip sih teteh ini rupanya",tonton youth of mei per cewek kayak familiar sih teteh,"['tonton', 'youth', 'of', 'mei', 'per', 'cewek', 'kayak', 'familiar', 'sih', 'teteh']",positif,-5
1581,2024,"Mau beli tapi belum ada uangnya. Sekarang Dede bayinya minta gendong terus. Walaupun mama sudah cape , ngantuk sampai nahan pusing karena belum tidur. Semoga ada rejeki buat dede bayi. Amin @siscakohl",beli uang adek bayi gendong mama capek ngantuk tahan pusing tidur moga rejeki adek bayi amin,"['beli', 'uang', 'adek', 'bayi', 'gendong', 'mama', 'capek', 'ngantuk', 'tahan', 'pusing', 'tidur', 'moga', 'rejeki', 'adek', 'bayi', 'amin']",positif,-5
1582,2024,"Gimana ya , mereka berdua ini polos gimana gitu , liat lah konten2 mereka . Idea pasti 80% dari sisca then justin just buat apa yg istri dia mau dan buat wife dia happy . Dari sudut pandang aku , ramai fans nya yg kepo sama anak mereka maka mereka buat acc khusus sofia , aku nangkep nga mereka buat seru seruan ajaa tapi netizen miskin sdm rendah malah entah kemana mana fikirannya . Just mind ur own business , kasian mereka walaupun kontennya kadang gaje tapi mereka ga pernah ngusik sesiapa !",ya dua polos lihat kontenkonten idea sisca then justin just istri wife happy sudut pandang ramai fan nya kepo anak ac khusus sofia nangkep seru seru netizen miskin sdm rendah mana fikirannya just mind ur own busines kasihan konten kadang ngusik siapa,"['ya', 'dua', 'polos', 'lihat', 'kontenkonten', 'idea', 'sisca', 'then', 'justin', 'just', 'istri', 'wife', 'happy', 'sudut', 'pandang', 'ramai', 'fan', 'nya', 'kepo', 'anak', 'ac', 'khusus', 'sofia', 'nangkep', 'seru', 'seru', 'netizen', 'miskin', 'sdm', 'rendah', 'mana', 'fikirannya', 'just', 'mind', 'ur', 'own', 'busines', 'kasihan', 'konten', 'kadang', 'ngusik', 'siapa']",positif,-5
1583,2024,@kang_komen69 pake akun asli. Minimal ada muka lu.. biar enak kalau di hina,pakai akun asli minimal muka lu biar enak hina,"['pakai', 'akun', 'asli', 'minimal', 'muka', 'lu', 'biar', 'enak', 'hina']",negatif,-5
1584,2024,Walaupun lu di ratuin gabakal ngerubah fakta bahwa lu gabisa masak ????,lu ratuin ngerubah fakta lu masak wajah gembira urai air mata wajah gembira urai air mata,"['lu', 'ratuin', 'ngerubah', 'fakta', 'lu', 'masak', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata']",negatif,-5
1585,2024,@lutfimaulida20 gak cuma sultan gue yg rakyat jelata jg suka pake bwang goreng instant kok??,sultan gue rakyat jelata suka pakai bwang goreng instant wajah gembira urai air mata,"['sultan', 'gue', 'rakyat', 'jelata', 'suka', 'pakai', 'bwang', 'goreng', 'instant', 'wajah', 'gembira', 'urai', 'air', 'mata']",negatif,-5
1586,2024,Bang tolong bang reels gw lewat makanan Mulu padahal lagi puasa,bang tolong bang reels gue makan mulu puasa,"['bang', 'tolong', 'bang', 'reels', 'gue', 'makan', 'mulu', 'puasa']",negatif,-5
1587,2024,Pembohongan publik.,bohong publik,"['bohong', 'publik']",negatif,-5
1588,2024,"Bapaknya shopia ???? lokal sekali, ini beneran justin dipanggil bapak?",bapak shopia wajah menang keras wajah menang keras lokal benar justin panggil,"['bapak', 'shopia', 'wajah', 'menang', 'keras', 'wajah', 'menang', 'keras', 'lokal', 'benar', 'justin', 'panggil']",netral,-5
1589,2024,enak banget kayanya ????,enak banget kaya ngiler ngiler,"['enak', 'banget', 'kaya', 'ngiler', 'ngiler']",positif,-5
1590,2024,@suyanticen90 kuat nya kembung mozarellaa ??,kuat nya kembung mozarella wajah gembira urai air mata,"['kuat', 'nya', 'kembung', 'mozarella', 'wajah', 'gembira', 'urai', 'air', 'mata']",negatif,-5
1591,2024,Temboknya retak kah itu sisca kohl?,tembok retak kah sisca kohl,"['tembok', 'retak', 'kah', 'sisca', 'kohl']",negatif,-5
1592,2024,kira kira itu sisanya digerogotin gk ya??,sisa digerogotin ya wajah menang keras,"['sisa', 'digerogotin', 'ya', 'wajah', 'menang', 'keras']",negatif,-5
1593,2024,Kok centang birunya ilang kak???,centang biru hilang kak lipat tangan,"['centang', 'biru', 'hilang', 'kak', 'lipat', 'tangan']",negatif,-5
1594,2024,"@mariostrss01_ kalau ga mau di hujat langsung aja komen nya yang bener, kalau komen nya gitu ya orang mikirnya serius, lagian ga semua orang harus banget baca komen lo satu""",hujat langsung komen nya komen nya ya orang mikirnya serius orang banget baca komen lo,"['hujat', 'langsung', 'komen', 'nya', 'komen', 'nya', 'ya', 'orang', 'mikirnya', 'serius', 'orang', 'banget', 'baca', 'komen', 'lo']",negatif,-5
1595,2024,@mariostrss01_ SDM rendah,sdm rendah,"['sdm', 'rendah']",negatif,-5
1596,2024,ini nih makanan yang anak aku nyuruh aku buatin tapi aku tak bisa ????,nih makan anak nyuruh wajah gembira urai air mata wajah gembira urai air mata,"['nih', 'makan', 'anak', 'nyuruh', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata']",positif,-5
1597,2024,Anak saya skarang udh 8bulan tpi belum bisa duduk sendiri didudukin pun masih jatoh belum kuat nahan,anak bulan duduk didudukin jatuh kuat tahan,"['anak', 'bulan', 'duduk', 'didudukin', 'jatuh', 'kuat', 'tahan']",negatif,-5
1598,2024,Aura kaya nya keluar banget????,aura kayak nya banget wajah menang keras wajah menang keras,"['aura', 'kayak', 'nya', 'banget', 'wajah', 'menang', 'keras', 'wajah', 'menang', 'keras']",positif,-5
1599,2024,Ko blm centang biru ya aneh bgt?,centang biru ya aneh banget,"['centang', 'biru', 'ya', 'aneh', 'banget']",negatif,-5
1600,2024,@ruen.zyaaaa mau berantemin afa ? Kan sama-sama setia ??,zya berantemin afa setia wajah gembira urai air mata,"['zya', 'berantemin', 'afa', 'setia', 'wajah', 'gembira', 'urai', 'air', 'mata']",negatif,-5
1601,2024,Tolong sopiaaakkk lebih gembul lagi biar makin gemooyyy aaakkk,tolong sopiaak gembul biar gemooy aak,"['tolong', 'sopiaak', 'gembul', 'biar', 'gemooy', 'aak']",positif,-5
1602,2024,Ih gemes pgn cubit pipinya ??,ih gemas pengin cubit pipi wajah senyum lebar mata hati,"['ih', 'gemas', 'pengin', 'cubit', 'pipi', 'wajah', 'senyum', 'lebar', 'mata', 'hati']",positif,-5
1603,2024,Pantesan kak kek mirip siapa gitu baru keinget lucuu??,pantesan kak kayak lucu wajah senyum lebar mata hati,"['pantesan', 'kak', 'kayak', 'lucu', 'wajah', 'senyum', 'lebar', 'mata', 'hati']",positif,-5
1604,2024,Cantikkk dan gemesss????,cantik gemas wajah senyum lebar mata hati wajah senyum lebar mata hati,"['cantik', 'gemas', 'wajah', 'senyum', 'lebar', 'mata', 'hati', 'wajah', 'senyum', 'lebar', 'mata', 'hati']",positif,-5
1605,2024,Mamah cuman jadi kosan aku  selama 9 bulan??,mamah cuman kosan wajah senyum lebar mata hati,"['mamah', 'cuman', 'kosan', 'wajah', 'senyum', 'lebar', 'mata', 'hati']",negatif,-5
1606,2024,pipinya ges bgt pen cubittt????,pipi ges banget pengin cubit tangan jepit wajah agak senyum,"['pipi', 'ges', 'banget', 'pengin', 'cubit', 'tangan', 'jepit', 'wajah', 'agak', 'senyum']",positif,-5
1607,2024,shopiaaaaaaa ku??????????,shopia ku wajah senyum lebar mata hati wajah senyum lebar mata hati wajah senyum lebar mata hati wajah senyum lebar mata hati wajah senyum lebar mata hati,"['shopia', 'ku', 'wajah', 'senyum', 'lebar', 'mata', 'hati', 'wajah', 'senyum', 'lebar', 'mata', 'hati', 'wajah', 'senyum', 'lebar', 'mata', 'hati', 'wajah', 'senyum', 'lebar', 'mata', 'hati', 'wajah', 'senyum', 'lebar', 'mata', 'hati']",positif,-5
1608,2024,Hidungnya mitip aliyah,hidung mitip aliyah,"['hidung', 'mitip', 'aliyah']",negatif,-5
1609,2024,Beneran kek loopy,benar kayak loopy,"['benar', 'kayak', 'loopy']",negatif,-5
1610,2024,"@hafizahlaundry____ ya kak mgkin toleransi kkanya masih bagus, ga kaya yg lain",ya kak toleransi kkanya bagus kayak,"['ya', 'kak', 'toleransi', 'kkanya', 'bagus', 'kayak']",negatif,-5
1611,2024,Shimmernya horang kaya beda yaaa wkwk,shimmernya horang kayak beda ya wkwk,"['shimmernya', 'horang', 'kayak', 'beda', 'ya', 'wkwk']",negatif,-5
1612,2024,MasyaAllah cantik banget ibu muda??,masyaallah cantik banget muda wajah senyum lebar mata hati,"['masyaallah', 'cantik', 'banget', 'muda', 'wajah', 'senyum', 'lebar', 'mata', 'hati']",positif,-5
1613,2024,Keranjang kuning nya manaaa ??,keranjang kuning nya wajah menang,"['keranjang', 'kuning', 'nya', 'wajah', 'menang']",negatif,-5
1614,2024,"Salfok di lakban??, emang lagi aktif2nya yakk masyaAllah",salah fokus lakban wajah gembira urai air mata aktif ya masyaallah,"['salah', 'fokus', 'lakban', 'wajah', 'gembira', 'urai', 'air', 'mata', 'aktif', 'ya', 'masyaallah']",positif,-5
1615,2024,Tolong shopia gemesin banget????,tolong shopia gemas banget wajah senyum lebar mata hati wajah senyum lebar mata hati,"['tolong', 'shopia', 'gemas', 'banget', 'wajah', 'senyum', 'lebar', 'mata', 'hati', 'wajah', 'senyum', 'lebar', 'mata', 'hati']",positif,-5
1616,2024,Ihh lucu bgttt rambut shopia udah bisa di sisir miring ????,ih lucu banget rambut shopia sisir miring wajah senyum lebar mata hati wajah senyum lebar mata hati,"['ih', 'lucu', 'banget', 'rambut', 'shopia', 'sisir', 'miring', 'wajah', 'senyum', 'lebar', 'mata', 'hati', 'wajah', 'senyum', 'lebar', 'mata', 'hati']",positif,-5
1617,2024,Aku iri sama shopia dari kecil udah ada aura aura limitnya ??,iri shopia aura aura limit wajah senyum lebar mata hati,"['iri', 'shopia', 'aura', 'aura', 'limit', 'wajah', 'senyum', 'lebar', 'mata', 'hati']",positif,-5
1618,2024,SOPHIAAA GEMES BGTTTT??????,sophia gemas banget wajah menang keras tangan jepit warna kulit cerah,"['sophia', 'gemas', 'banget', 'wajah', 'menang', 'keras', 'tangan', 'jepit', 'warna', 'kulit', 'cerah']",positif,-5
1619,2024,@_changeyourusernamee mereka aware soal case ?pedo? dan itu keren si menurutku ????????,aware case pedo keren sih turut wajah menang keras wajah menang keras warna kulit cerah,"['aware', 'case', 'pedo', 'keren', 'sih', 'turut', 'wajah', 'menang', 'keras', 'wajah', 'menang', 'keras', 'warna', 'kulit', 'cerah']",positif,-5
1620,2024,Gemesss skaliii sophiaaaaaaaaa????,gemas sophia tangan jepit wajah senyum lebar mata hati,"['gemas', 'sophia', 'tangan', 'jepit', 'wajah', 'senyum', 'lebar', 'mata', 'hati']",positif,-5
1621,2024,Cantik sophia??????,cantik sophia wajah senyum lebar mata hati wajah senyum lebar mata hati wajah senyum lebar mata hati,"['cantik', 'sophia', 'wajah', 'senyum', 'lebar', 'mata', 'hati', 'wajah', 'senyum', 'lebar', 'mata', 'hati', 'wajah', 'senyum', 'lebar', 'mata', 'hati']",positif,-5
1622,2024,Mereka masih muda tpi urusan jaga anak dan berumah  tangga mereka udah siap banget salut seh????????,muda urus jaga anak rumah tangga banget salut sih wajah senyum dengan air mata wajah senyum dengan air mata wajah senyum dengan hati wajah senyum dengan hati,"['muda', 'urus', 'jaga', 'anak', 'rumah', 'tangga', 'banget', 'salut', 'sih', 'wajah', 'senyum', 'dengan', 'air', 'mata', 'wajah', 'senyum', 'dengan', 'air', 'mata', 'wajah', 'senyum', 'dengan', 'hati', 'wajah', 'senyum', 'dengan', 'hati']",positif,-5
1623,2024,Kembar yooo ????,kembar ya wajah senyum lebar mata hati wajah senyum lebar mata hati,"['kembar', 'ya', 'wajah', 'senyum', 'lebar', 'mata', 'hati', 'wajah', 'senyum', 'lebar', 'mata', 'hati']",negatif,-5
1624,2024,kalo video sophia minimal durasinya 1bulan bangg??,kalo video sophia minimal durasi bulan bang wajah menang,"['kalo', 'video', 'sophia', 'minimal', 'durasi', 'bulan', 'bang', 'wajah', 'menang']",negatif,-5
1625,2024,Mbul amat ya heeemmm gemesss ya sophia ya gemeccc????????,mbul ya heem gemas ya sophia ya gemec wajah senyum lebar mata hati wajah senyum lebar mata hati wajah senyum lebar mata hati wajah senyum lebar mata hati,"['mbul', 'ya', 'heem', 'gemas', 'ya', 'sophia', 'ya', 'gemec', 'wajah', 'senyum', 'lebar', 'mata', 'hati', 'wajah', 'senyum', 'lebar', 'mata', 'hati', 'wajah', 'senyum', 'lebar', 'mata', 'hati', 'wajah', 'senyum', 'lebar', 'mata', 'hati']",negatif,-5
1626,2024,Idung mirip bgt sama bapakke ??,hidung banget bapakke moa,"['hidung', 'banget', 'bapakke', 'moa']",negatif,-5
1627,2020,mateng merata katanya orang dalemnya merah gitu nggak bisa masak bilang??,mateng rata orang dalem merah masak bilang,"['mateng', 'rata', 'orang', 'dalem', 'merah', 'masak', 'bilang']",negatif,-4
1628,2020,@fajar_gumanty hati2 saja doa jelek bisa kembali ke pemilik nya,hatihati doa jelek milik nya,"['hatihati', 'doa', 'jelek', 'milik', 'nya']",negatif,-4
1629,2020,@fajar_gumanty lu iri atau gmn sih? Pakai bawa2 Firaun lagi,lu iri sih pakai bawabawa firaun,"['lu', 'iri', 'sih', 'pakai', 'bawabawa', 'firaun']",negatif,-4
1630,2020,@cempakayk sory lu ntn aja ?,sory lu tonton,"['sory', 'lu', 'tonton']",negatif,-4
1631,2020,@fajar_gumanty pamannya aja orang kaya no 18 dunia jer,paman orang kayak no dunia jer,"['paman', 'orang', 'kayak', 'no', 'dunia', 'jer']",negatif,-4
1632,2020,"? mantap2 kapan2 deh aq beli buat masak di rumah,smentara pake kompor miyako dulu gas melon 3kg",mantap kapankapan deh beli masak rumah pakai kompor miyako gas melon kg,"['mantap', 'kapankapan', 'deh', 'beli', 'masak', 'rumah', 'pakai', 'kompor', 'miyako', 'gas', 'melon', 'kg']",negatif,-4
1633,2020,Aku masak daging aja di panggangan kompor?,masak daging panggang kompor,"['masak', 'daging', 'panggang', 'kompor']",negatif,-4
1634,2020,Iki omah opo restoran wkwkkw,iki omah opo restoran wkwkkw,"['iki', 'omah', 'opo', 'restoran', 'wkwkkw']",netral,-4
1635,2020,@adit.praatama wanjayy... Serem beud cemilannya ??,praatama wanjay seram banget cemilannya,"['praatama', 'wanjay', 'seram', 'banget', 'cemilannya']",negatif,-4
1636,2020,Yang kuning sama yang biru kak,kuning biru kak,"['kuning', 'biru', 'kak']",netral,-4
1637,2020,Ditempat ku namanya terang bulan,tempat ku nama terang,"['tempat', 'ku', 'nama', 'terang']",netral,-4
1638,2020,tempe mendoan cek ??,tempe mendoan cek,"['tempe', 'mendoan', 'cek']",netral,-4
1639,2020,gapunya alatnya doang cek,alat doang cek,"['alat', 'doang', 'cek']",negatif,-4
1640,2020,@siscakohl makan pinggir jalan chekkk,makan pinggir jalan chek,"['makan', 'pinggir', 'jalan', 'chek']",negatif,-4
1641,2020,Mienya serem beut gak sih ?,mienya seram banget sih,"['mienya', 'seram', 'banget', 'sih']",negatif,-4
1642,2020,@inn.frh gaskeun. beli bahannya,frh gaskeun beli bahan,"['frh', 'gaskeun', 'beli', 'bahan']",negatif,-4
1643,2020,Di blkg nya ada mamah nya?,blkg nya mamah nya,"['blkg', 'nya', 'mamah', 'nya']",negatif,-4
1644,2020,"@ekyfahmiaa wididaaaw, baru diomong kemarenn",wididaaw omong kemarin,"['wididaaw', 'omong', 'kemarin']",netral,-4
1645,2020,@djingga_kusuma_567 yg kuning udah ada logo halalnya,kuning logo halal,"['kuning', 'logo', 'halal']",netral,-4
1646,2020,@lizzie.yuzuru aduh itu kn klo dimasak kandungan alkoholnya hilang wkwkwkwk yakali mui ngasi logo halal klo gitu,yuzuru aduh kalo masak kandung alkohol hilang wkwkwkwk yakali mui asih logo halal kalo,"['yuzuru', 'aduh', 'kalo', 'masak', 'kandung', 'alkohol', 'hilang', 'wkwkwkwk', 'yakali', 'mui', 'asih', 'logo', 'halal', 'kalo']",negatif,-4
1647,2020,@mhmdzkyv kalo mau temen kayaknya beli deeh.,kalo teman kayak beli deh,"['kalo', 'teman', 'kayak', 'beli', 'deh']",negatif,-4
