index,Tahun,Comments,preprocessed,tokenize_text,label,score
1454,2020,Bismilah biaya untuk mudik??,bismilah biaya mudik wajah senyum lebar mata hati,"['bismilah', 'biaya', 'mudik', 'wajah', 'senyum', 'lebar', 'mata', 'hati']",negatif,-4
1457,2020,  Aku sudah like ujung sampai akarnya kak wili??????,like ujung akar kak wili wajah lega wajah lega wajah lega,"['like', 'ujung', 'akar', 'kak', 'wili', 'wajah', 'lega', 'wajah', 'lega', 'wajah', 'lega']",positif,-4
1458,2020,Sama imut kaya boneka,imut kayak boneka,"['imut', 'kayak', 'boneka']",positif,-4
1459,2020,Boneka nya gemoy kaya aku banget ??,boneka nya gemoy kayak banget wajah gembira urai air mata,"['boneka', 'nya', 'gemoy', 'kayak', 'banget', 'wajah', 'gembira', 'urai', 'air', 'mata']",positif,-4
1460,2020,  kembar an mu di sini ko??,kembar an mu wajah menang keras,"['kembar', 'an', 'mu', 'wajah', 'menang', 'keras']",positif,-4
1461,2020,Kayak oppa-oppa koreaa??,kayak oppaoppa korea wajah senyum lebar mata hati,"['kayak', 'oppaoppa', 'korea', 'wajah', 'senyum', 'lebar', 'mata', 'hati']",positif,-4
1462,2020,Ganteng banget parah ??,ganteng banget parah hati merah,"['ganteng', 'banget', 'parah', 'hati', 'merah']",positif,-4
1463,2020,tim yg gaperna di notice:(,tim gaperna notice,"['tim', 'gaperna', 'notice']",negatif,-4
1466,2020,  stop using that sad emojis,stop using that sad emojis,"['stop', 'using', 'that', 'sad', 'emojis']",negatif,-4
1467,2020,  for my d not to be this hard ????,for my not be this hard wajah terlalu lelah wajah terlalu lelah,"['for', 'my', 'not', 'be', 'this', 'hard', 'wajah', 'terlalu', 'lelah', 'wajah', 'terlalu', 'lelah']",negatif,-4
1471,2020,Aku ka gak pernah terpilih????,kak pilih wajah gembira urai air mata wajah gembira urai air mata,"['kak', 'pilih', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata']",negatif,-4
1472,2020,yang ditrolinjgn smpe lolos,ditrolinjgn lolos,"['ditrolinjgn', 'lolos']",negatif,-4
1473,2020,Cek dm gua bro,cek dm gua bro,"['cek', 'dm', 'gua', 'bro']",negatif,-4
1474,2020,Bismillah pen Hp kak?? Cek dm Riska deh Biar Jlas kk??????,bismillah pengin hp kak wajah menang keras cek dm riska deh biar jlas wajah menang keras wajah menang keras wajah menang keras,"['bismillah', 'pengin', 'hp', 'kak', 'wajah', 'menang', 'keras', 'cek', 'dm', 'riska', 'deh', 'biar', 'jlas', 'wajah', 'menang', 'keras', 'wajah', 'menang', 'keras', 'wajah', 'menang', 'keras']",negatif,-4
1475,2020,Kak cek dm,kak cek dm,"['kak', 'cek', 'dm']",negatif,-4
1476,2020,Kek oppa²korea??,kayak oppa korea wajah menang,"['kayak', 'oppa', 'korea', 'wajah', 'menang']",positif,-4
1477,2020,Pngn jdi rusanya????,pengin rusa dua mata wajah lega,"['pengin', 'rusa', 'dua', 'mata', 'wajah', 'lega']",negatif,-4
1478,2020,Cek dm ya kaka ganttengg,cek dm ya kakak gantteng,"['cek', 'dm', 'ya', 'kakak', 'gantteng']",negatif,-4
1479,2020,celana dah robek beli yg baru la,celana deh robek beli,"['celana', 'deh', 'robek', 'beli']",negatif,-4
1480,2020,bau ketek,bau ketek,"['bau', 'ketek']",negatif,-4
1481,2020,Kentang bau,kentang bau,"['kentang', 'bau']",negatif,-4
1492,2020,Celana sobekkk??,celana sobek wajah gembira urai air mata,"['celana', 'sobek', 'wajah', 'gembira', 'urai', 'air', 'mata']",negatif,-4
1494,2021,"Saya suka banget nonton video nya, suka berbagi, tidak sombong, seandainya bisa ke temu semoga bisa beli mainan yg banyak untuk anak saya",suka banget tonton video nya suka bagi sombong anda temu moga beli main anak,"['suka', 'banget', 'tonton', 'video', 'nya', 'suka', 'bagi', 'sombong', 'anda', 'temu', 'moga', 'beli', 'main', 'anak']",positif,-4
1495,2021,pengen ikutan tapi gak punya hp gimana.?? ??,pengin ikut hp bagaimana wajah menang,"['pengin', 'ikut', 'hp', 'bagaimana', 'wajah', 'menang']",negatif,-4
1496,2021,Ka   Pengn hp ini udah eror,kak pengin hp eror,"['kak', 'pengin', 'hp', 'eror']",netral,-4
1497,2021,Cuma jadi penonton story yg dabeles cuma golongan cewe'(,tonton story dabeles golong cewek,"['tonton', 'story', 'dabeles', 'golong', 'cewek']",negatif,-4
1498,2021,"Bang boleh jadi adek online ? , canda adik online??",bang adek online canda adik online wajah gembira urai air mata,"['bang', 'adek', 'online', 'canda', 'adik', 'online', 'wajah', 'gembira', 'urai', 'air', 'mata']",netral,-4
1499,2021,Bissmillah semoga kk bisa bantu usaha mamah aku????,bissmillah moga bantu usaha mamah angkat tangan wajah senyum lebar mata hati,"['bissmillah', 'moga', 'bantu', 'usaha', 'mamah', 'angkat', 'tangan', 'wajah', 'senyum', 'lebar', 'mata', 'hati']",netral,-4
1500,2021,Kak mau relx buat suami biar berhenti ngerokok,kak relx suami biar henti ngerokok,"['kak', 'relx', 'suami', 'biar', 'henti', 'ngerokok']",netral,-4
1501,2021,Willi hp saya ram 2 udah berat pakek nonton vidionya . Bagemna ini telpon dong,willi hp ram berat pakai tonton vidionya bagemna telpon,"['willi', 'hp', 'ram', 'berat', 'pakai', 'tonton', 'vidionya', 'bagemna', 'telpon']",netral,-4
1502,2021,Ko dm ku kenapa enggak di baless????,dm ku balas wajah menang wajah menang keras,"['dm', 'ku', 'balas', 'wajah', 'menang', 'wajah', 'menang', 'keras']",negatif,-4
1503,2021,ishh gemoyy,ish gemoy,"['ish', 'gemoy']",positif,-4
1504,2021,Kakak aku boleh bisa dapat kolam renang ????????????,kakak kolam renang wajah menang keras wajah menang keras wajah menang keras wajah menang keras lipat tangan lipat tangan,"['kakak', 'kolam', 'renang', 'wajah', 'menang', 'keras', 'wajah', 'menang', 'keras', 'wajah', 'menang', 'keras', 'wajah', 'menang', 'keras', 'lipat', 'tangan', 'lipat', 'tangan']",netral,-4
1505,2021,Aku penasaran dia anak siapa kok sedekahnya luar biasa banget ??,penasaran anak sedekah banget wajah menang,"['penasaran', 'anak', 'sedekah', 'banget', 'wajah', 'menang']",positif,-4
1507,2021,"BANG CEK DM DONG, SAYA JUGA GA ADA LIKE NYA",bang cek dm like nya,"['bang', 'cek', 'dm', 'like', 'nya']",negatif,-4
1508,2021,  udah nonton ka,tonton kak,"['tonton', 'kak']",negatif,-4
1509,2021,Kok like aku Nol dan gak menang sih gimana nih kak??,like nol menang sih nih kak wajah memelas,"['like', 'nol', 'menang', 'sih', 'nih', 'kak', 'wajah', 'memelas']",negatif,-4
1510,2021,Aku cape mengetik terus????????,capek etik wajah menang keras wajah menang keras wajah menang keras wajah menang keras,"['capek', 'etik', 'wajah', 'menang', 'keras', 'wajah', 'menang', 'keras', 'wajah', 'menang', 'keras', 'wajah', 'menang', 'keras']",negatif,-4
1511,2021,Kakak mah walaupun aib juga ganteng ko,kakak mah aib ganteng,"['kakak', 'mah', 'aib', 'ganteng']",positif,-4
1512,2021,Kak wilie aku mau hp xsiomi hp aku udh retak,kak wilie hp xsiomi hp retak,"['kak', 'wilie', 'hp', 'xsiomi', 'hp', 'retak']",negatif,-4
1513,2021,Ko wil bales dm akuuu????,wil balas dm wajah menang wajah menang,"['wil', 'balas', 'dm', 'wajah', 'menang', 'wajah', 'menang']",negatif,-4
1514,2021,Wih keren banget bang itu hebat sih ????,wih keren banget bang hebat sih jempol ke atas wajah kacamata hitam,"['wih', 'keren', 'banget', 'bang', 'hebat', 'sih', 'jempol', 'ke', 'atas', 'wajah', 'kacamata', 'hitam']",positif,-4
1515,2021,Cekek ????????,cekek wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata,"['cekek', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata']",negatif,-4
1516,2021,Lucu banget??????????,lucu banget wajah senyum lebar mata hati wajah senyum lebar mata hati wajah senyum lebar mata hati wajah senyum lebar mata hati wajah senyum lebar mata hati,"['lucu', 'banget', 'wajah', 'senyum', 'lebar', 'mata', 'hati', 'wajah', 'senyum', 'lebar', 'mata', 'hati', 'wajah', 'senyum', 'lebar', 'mata', 'hati', 'wajah', 'senyum', 'lebar', 'mata', 'hati', 'wajah', 'senyum', 'lebar', 'mata', 'hati']",positif,-4
1519,2021,Njir itu punya aku????,anjir wajah gembira urai air mata wajah gembira urai air mata,"['anjir', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata']",negatif,-4
1520,2021,Mau ikutan dong wkwk ??,ikut wkwk wajah gembira urai air mata,"['ikut', 'wkwk', 'wajah', 'gembira', 'urai', 'air', 'mata']",positif,-4
1521,2021,Keren bgt setiap nonton video" nya,keren banget tonton video nya,"['keren', 'banget', 'tonton', 'video', 'nya']",positif,-4
1522,2021,  KK aku sudah nonton film nya KK Willie y KK aku mau kk,tonton film nya willie ya,"['tonton', 'film', 'nya', 'willie', 'ya']",positif,-4
1523,2021,Kaaka   Pgen hp. Ini udh eror,kaaka pengin hp eror,"['kaaka', 'pengin', 'hp', 'eror']",negatif,-4
1524,2021,Mager ye?,mager ye,"['mager', 'ye']",negatif,-4
1525,2021,Kangen nonton ga sih!?,kangen tonton sih,"['kangen', 'tonton', 'sih']",negatif,-4
1526,2021,Hai kak   ???,hai kak telapak tangan buka dengan jari rapat tepuk tangan,"['hai', 'kak', 'telapak', 'tangan', 'buka', 'dengan', 'jari', 'rapat', 'tepuk', 'tangan']",netral,-4
1532,2022,Bang wiil berani gaa datang di pinrang kasih uang sma pengimis yang membutuhkan nya,bang wiil berani pinrang kasih uang kim butuh nya,"['bang', 'wiil', 'berani', 'pinrang', 'kasih', 'uang', 'kim', 'butuh', 'nya']",negatif,-4
1533,2022,dikitnya aja cukup buat se RT ????,dikit rt wajah gembira urai air mata tepuk tangan,"['dikit', 'rt', 'wajah', 'gembira', 'urai', 'air', 'mata', 'tepuk', 'tangan']",negatif,-4
1534,2022,Dikit aja jng bnyk2,dikit bnyk,"['dikit', 'bnyk']",negatif,-4
1535,2022,Kak aku Pengan main mesin capit manusia ??,kak pengin main mesin capit manusia wajah cemberut,"['kak', 'pengin', 'main', 'mesin', 'capit', 'manusia', 'wajah', 'cemberut']",netral,-4
1536,2022,Aku dari dulu pengen banget sama bakso rusuk joss.. tp aku dari jawa tengah  kan jauhhh,pengin banget bakso rusuk jos jawa,"['pengin', 'banget', 'bakso', 'rusuk', 'jos', 'jawa']",netral,-4
1537,2022,Makan tanpa minum ya ??,makan minum ya wajah gembira urai air mata,"['makan', 'minum', 'ya', 'wajah', 'gembira', 'urai', 'air', 'mata']",negatif,-4
1538,2022,Imut banget kkk??????,imut banget wajah senyum lebar mata hati wajah senyum lebar mata hati wajah senyum lebar mata hati,"['imut', 'banget', 'wajah', 'senyum', 'lebar', 'mata', 'hati', 'wajah', 'senyum', 'lebar', 'mata', 'hati', 'wajah', 'senyum', 'lebar', 'mata', 'hati']",positif,-4
1539,2022,Ak Mau Dong Bang ????????????  ,bang wajah menang keras wajah menang keras wajah menang keras wajah menang keras wajah menang keras lipat tangan,"['bang', 'wajah', 'menang', 'keras', 'wajah', 'menang', 'keras', 'wajah', 'menang', 'keras', 'wajah', 'menang', 'keras', 'wajah', 'menang', 'keras', 'lipat', 'tangan']",positif,-4
1540,2022,Cek dm kk,cek dm,"['cek', 'dm']",negatif,-4
1541,2022,Kak rumah ortu aku udah warna pink,kak rumah orang tua warna pink,"['kak', 'rumah', 'orang', 'tua', 'warna', 'pink']",negatif,-4
1542,2022,Wil pergi ke Dolok sanggul dong ????,wil pergi dolok sanggul wajah senyum lebar mata hati wajah senyum lebar mata hati,"['wil', 'pergi', 'dolok', 'sanggul', 'wajah', 'senyum', 'lebar', 'mata', 'hati', 'wajah', 'senyum', 'lebar', 'mata', 'hati']",negatif,-4
1543,2022,Nih ruang tamu warna pink mas willie   klo bukti kirim dm ya mas willi?,nih ruang tamu warna pink mas willie kalo bukti kirim dm ya mas willi,"['nih', 'ruang', 'tamu', 'warna', 'pink', 'mas', 'willie', 'kalo', 'bukti', 'kirim', 'dm', 'ya', 'mas', 'willi']",negatif,-4
1544,2022,Kalau bisa warnah hitam,warnah hitam,"['warnah', 'hitam']",negatif,-4
1545,2022,Kren will lanjutkan??,keren wil lanjut wajah gembira urai air mata,"['keren', 'wil', 'lanjut', 'wajah', 'gembira', 'urai', 'air', 'mata']",negatif,-4
1546,2022,MERESAPI...SAPI PERAH??,resap sapi perah wajah senyum lebar mata hati,"['resap', 'sapi', 'perah', 'wajah', 'senyum', 'lebar', 'mata', 'hati']",negatif,-4
1547,2022,Bikin ngiler jh.  Dechhh pengen kn aq jd nya??,bikin ngiler deh pengin nya wajah menang,"['bikin', 'ngiler', 'deh', 'pengin', 'nya', 'wajah', 'menang']",positif,-4
1549,2022,  hih bocil,kak willy cianjur tolong promo dimsum jual dimsum trotoar kak dewan seni cianjur,"['kak', 'willy', 'cianjur', 'tolong', 'promo', 'dimsum', 'jual', 'dimsum', 'trotoar', 'kak', 'dewan', 'seni', 'cianjur']",negatif,-4
1550,2022,Mikir bawa kerumahnya gimana ??,plis butuh moga turutin,"['plis', 'butuh', 'moga', 'turutin']",negatif,-4
1551,2022,Kak Willie coba ke malang aku ngefans sama kak vilmei,jt anak panti butuh makan hari wajah menang,"['jt', 'anak', 'panti', 'butuh', 'makan', 'hari', 'wajah', 'menang']",negatif,-4
1552,2022,Pacaran Mulu tpi ga nikah nikah huuuu,hih bocil,"['hih', 'bocil']",negatif,-4
1553,2022,Kak Willie kirim iPhone 14 dong  alamat Bandung Kiaracondong  semoga di bales aminn ????????,mikir bawa rumah wajah gembira urai air mata,"['mikir', 'bawa', 'rumah', 'wajah', 'gembira', 'urai', 'air', 'mata']",negatif,-4
1561,2022,"Kak willi knp komen ku gk pernah d bls dr ig, tiktok, SM YouTube aku mau iPhone hpku rusak gk bsa d gunaiin??",kak willie coba malang fan kak vilmei,"['kak', 'willie', 'coba', 'malang', 'fan', 'kak', 'vilmei']",negatif,-4
1562,2022,Bang saya butuh 2 juta bg??,pacar mulu nikah nikah hu,"['pacar', 'mulu', 'nikah', 'nikah', 'hu']",negatif,-4
1563,2022,Kk willi bagi dong uangx untk modal usaha,kak willie kirim iphone alamat bandung kiaracondong moga balas amin wajah menang keras wajah menang keras wajah menang keras wajah menang keras,"['kak', 'willie', 'kirim', 'iphone', 'alamat', 'bandung', 'kiaracondong', 'moga', 'balas', 'amin', 'wajah', 'menang', 'keras', 'wajah', 'menang', 'keras', 'wajah', 'menang', 'keras', 'wajah', 'menang', 'keras']",netral,-4
1564,2022,Ikutan nangis,kak willi komen ku balas ig tiktok youtube iphone hpku rusak gunaiin wajah menang,"['kak', 'willi', 'komen', 'ku', 'balas', 'ig', 'tiktok', 'youtube', 'iphone', 'hpku', 'rusak', 'gunaiin', 'wajah', 'menang']",netral,-4
1565,2022,Akupun nntn doang nngis jga ??,bang butuh juta bang wajah menang,"['bang', 'butuh', 'juta', 'bang', 'wajah', 'menang']",netral,-4
1566,2022,"Gua yg nonton gua yg terharu ,",willi uangx modal usaha,"['willi', 'uangx', 'modal', 'usaha']",netral,-4
1567,2022,Kenapa ga atm nya aja di geser??,ikut menang,"['ikut', 'menang']",positif,-4
1568,2022,Ka aku pengen ??????????????iphone,aku tonton doang nngis wajah menang,"['aku', 'tonton', 'doang', 'nngis', 'wajah', 'menang']",positif,-4
1578,2022,"Kok gak ada yang protes  ya, itu tulisannya $250.000 yang kalo di rupiahin kira kira 3,75 M ??",gua tonton gua haru,"['gua', 'tonton', 'gua', 'haru']",positif,-4
1579,2022,Kak aku salah satu folowers kak wili,atm nya geser,"['atm', 'nya', 'geser']",negatif,-4
1580,2022,Enak kali hidup nya bah,kak pengin wajah menang keras wajah renung wajah renung wajah menang keras wajah menang keras wajah renung wajah menang keras iphone,"['kak', 'pengin', 'wajah', 'menang', 'keras', 'wajah', 'renung', 'wajah', 'renung', 'wajah', 'menang', 'keras', 'wajah', 'menang', 'keras', 'wajah', 'renung', 'wajah', 'menang', 'keras', 'iphone']",negatif,-4
1581,2022,banyak bgt konten2 kaya gini ??,protes ya tulis kalo rupiahin wajah gembira urai air mata,"['protes', 'ya', 'tulis', 'kalo', 'rupiahin', 'wajah', 'gembira', 'urai', 'air', 'mata']",negatif,-4
1582,2022,bagi bagi lapar ni ??,kak salah folowers kak wili,"['kak', 'salah', 'folowers', 'kak', 'wili']",netral,-4
1583,2022,Bagiin kami donk ..yg lama nahan laapr??,enak kali hidup nya bah,"['enak', 'kali', 'hidup', 'nya', 'bah']",negatif,-4
1584,2022,  sama anj hahahah mana botak dua2nya,banget kontenkonten kayak wajah menang,"['banget', 'kontenkonten', 'kayak', 'wajah', 'menang']",negatif,-4
1585,2022,Dia beli 1000pcs ayam?? gua mau beli 1 aja ud berasa mahal??????,lapar nih wajah agak senyum,"['lapar', 'nih', 'wajah', 'agak', 'senyum']",negatif,-4
1586,2022, .pupas ngeri banget,bagi tahan laapr wajah menang,"['bagi', 'tahan', 'laapr', 'wajah', 'menang']",negatif,-4
1587,2022,Willi nnk mau juga untuk beli obat stroke,anjing hahahah botak duaduanya,"['anjing', 'hahahah', 'botak', 'duaduanya']",negatif,-4
1588,2022,Kak will kpn aku dpt uang ngomong doang,beli pcs ayam wajah menang gua beli asa mahal wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata,"['beli', 'pcs', 'ayam', 'wajah', 'menang', 'gua', 'beli', 'asa', 'mahal', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata']",negatif,-4
1589,2022,Kak Willie TF uang 1jt aja kak Willie karna aku butuh banget dan juga aku udah follow akun Ig kak Willie lama tapi belum dapet apa apa semoga kali ini dapat.,pupas ngeri banget,"['pupas', 'ngeri', 'banget']",negatif,-4
1590,2023,Kak    bantuin aku donk lagi sakit adakah uang 50rb buat berobat????,willi nnk beli obat stroke,"['willi', 'nnk', 'beli', 'obat', 'stroke']",negatif,-4
1591,2023,Will iphone istri aku imeinya keblokir ??,kak wil uang omong doang,"['kak', 'wil', 'uang', 'omong', 'doang']",negatif,-4
1592,2023,Jomblo nyimak,kak willie tf uang jt kak willie butuh banget follow akun ig kak willie moga kali,"['kak', 'willie', 'tf', 'uang', 'jt', 'kak', 'willie', 'butuh', 'banget', 'follow', 'akun', 'ig', 'kak', 'willie', 'moga', 'kali']",netral,-4
1593,2023,Minta iphon kak hp aku layarnya udah retak,kak bantuin sakit ada uang rb obat wajah menang keras lipat tangan,"['kak', 'bantuin', 'sakit', 'ada', 'uang', 'rb', 'obat', 'wajah', 'menang', 'keras', 'lipat', 'tangan']",netral,-4
1594,2023,bantu aku kak adek aku pengen punya hp buat belajar kak??,wil iphone istri imeinya blokir wajah menang,"['wil', 'iphone', 'istri', 'imeinya', 'blokir', 'wajah', 'menang']",negatif,-4
1595,2023,yag ka dapat cek,jomblo simak,"['jomblo', 'simak']",negatif,-4
1596,2023,berhayal lah dulu. apalah daya ku. hp 1 aja jadi perebutan ?? kli aja ada rezeki ??,iphon kak hp layar retak,"['iphon', 'kak', 'hp', 'layar', 'retak']",negatif,-4
1597,2023,bagi THR buat beli tiket Mudik kak Will,bantu kak adek pengin hp ajar kak wajah menang,"['bantu', 'kak', 'adek', 'pengin', 'hp', 'ajar', 'kak', 'wajah', 'menang']",netral,-4
1598,2023,Ha di tantangi tu bang,yag kak cek,"['yag', 'kak', 'cek']",negatif,-4
1599,2023,willl beliin aku berang-berang bayi ~,berhayal apa daya ku hp rebut wajah menang kali rezeki wajah gembira urai air mata,"['berhayal', 'apa', 'daya', 'ku', 'hp', 'rebut', 'wajah', 'menang', 'kali', 'rezeki', 'wajah', 'gembira', 'urai', 'air', 'mata']",netral,-4
1600,2023,"Bismillah ya alloh semoga keturutan ganti hpnya aminn,karna hp yang saya pake hari ini untuk komen sudah tidak layak pakai sering mati sendiri dan layar pun udah retak ga karuan + android jadul pula??",thr beli tiket mudik kak wil,"['thr', 'beli', 'tiket', 'mudik', 'kak', 'wil']",negatif,-4
1606,2023,Ka wili jahat udah saya folo ngga pernah dapet apa apa,ha tantang bang,"['ha', 'tantang', 'bang']",negatif,-4
1607,2023,woy beli domba berjanggut lah baru paten,wil belikan berangberang bayi,"['wil', 'belikan', 'berangberang', 'bayi']",negatif,-4
1608,2023,Kok putus sihh????,bismillah ya allah moga turut ganti hpnya amin hp pakai komen layak pakai mati layar retak karuan android jadul wajah menang,"['bismillah', 'ya', 'allah', 'moga', 'turut', 'ganti', 'hpnya', 'amin', 'hp', 'pakai', 'komen', 'layak', 'pakai', 'mati', 'layar', 'retak', 'karuan', 'android', 'jadul', 'wajah', 'menang']",negatif,-4
1609,2023,Balas ya ci aku pengen di balas komenan aku,kak wili jahat folo,"['kak', 'wili', 'jahat', 'folo']",negatif,-4
1610,2023,"Bang wilii aku ga mau hp,, tapi uang aja buat modal usaha ibu bapak ku,,",woy beli domba janggut paten,"['woy', 'beli', 'domba', 'janggut', 'paten']",negatif,-4
1611,2023,ka wil  berani gk isi escrim bismilah 5 juta buat modl usaha,putus sih wajah menang wajah menang,"['putus', 'sih', 'wajah', 'menang', 'wajah', 'menang']",negatif,-4
1612,2023,Bangg Will beanii gak bagiin buatt anak anak jalanan????,balas ya ci pengin balas komentar,"['balas', 'ya', 'ci', 'pengin', 'balas', 'komentar']",negatif,-4
1613,2023,Kak willie aku besok ulang tahun tanggal 25 bulan Juni dan aku pengen banget hadiah dari kecil aku belum pernah di raya in ulang tahun ??,bang wili hp uang modal usaha ku,"['bang', 'wili', 'hp', 'uang', 'modal', 'usaha', 'ku']",netral,-4
1614,2023,Kak Willi mau juga dong kak dibantu buat usaha kak..aq dari jawa,kak wil berani isi escrim bismilah juta modl usaha,"['kak', 'wil', 'berani', 'isi', 'escrim', 'bismilah', 'juta', 'modl', 'usaha']",netral,-4
1615,2023,Mau iphone n uang 10juta buat usaha kak willi ciduk aku kak??????,bang wil beani bagi anak anak jalan wajah senyum lebar mata hati wajah senyum lebar mata hati,"['bang', 'wil', 'beani', 'bagi', 'anak', 'anak', 'jalan', 'wajah', 'senyum', 'lebar', 'mata', 'hati', 'wajah', 'senyum', 'lebar', 'mata', 'hati']",netral,-4
1616,2023,Kapan sy di kasih pilihan kek gini kak  ,kak willie besok ulang tanggal juni pengin banget hadiah raya ulang wajah menang,"['kak', 'willie', 'besok', 'ulang', 'tanggal', 'juni', 'pengin', 'banget', 'hadiah', 'raya', 'ulang', 'wajah', 'menang']",netral,-4
1617,2023,1 juta dong buat aku lagi butuh ni??,kak willi kak bantu usaha kak jawa,"['kak', 'willi', 'kak', 'bantu', 'usaha', 'kak', 'jawa']",netral,-4
1618,2023,Kak willie aku pengen main mesin capit ??,iphone n uang juta usaha kak willi ciduk kak wajah menang wajah menang wajah menang,"['iphone', 'n', 'uang', 'juta', 'usaha', 'kak', 'willi', 'ciduk', 'kak', 'wajah', 'menang', 'wajah', 'menang', 'wajah', 'menang']",negatif,-4
1619,2023,Berhati mulia ??,kasih pilih kayak kak,"['kasih', 'pilih', 'kayak', 'kak']",netral,-4
1620,2023,Mau duit 500 ribu aja buat beli obat bapak,juta butuh nih wajah menang,"['juta', 'butuh', 'nih', 'wajah', 'menang']",netral,-4
1621,2023,Nnti di kejer dirjen pajak baru klarifikasi ??,kak willie pengin main mesin capit wajah menang,"['kak', 'willie', 'pengin', 'main', 'mesin', 'capit', 'wajah', 'menang']",netral,-4
1622,2023,Kak Willi coba kasih rezeki orang random di pasar tradisional,hati mulia lengan otot,"['hati', 'mulia', 'lengan', 'otot']",positif,-4
1623,2023,BG Willie... gw kapan dapat bantuan nya??????,duit ribu beli obat,"['duit', 'ribu', 'beli', 'obat']",netral,-4
1624,2023,Bang Willie doang emng beda sendiri Vis ????,kejer dirjen pajak klarifikasi wajah gembira urai air mata,"['kejer', 'dirjen', 'pajak', 'klarifikasi', 'wajah', 'gembira', 'urai', 'air', 'mata']",negatif,-4
1625,2023,  ka boleh ga minta beliin motor beat buat belajar????,kak willi coba kasih rezeki orang random pasar tradisional,"['kak', 'willi', 'coba', 'kasih', 'rezeki', 'orang', 'random', 'pasar', 'tradisional']",netral,-4
1626,2023,Aku udah follow semua akun tiktok dan youtube dan IG nya kak wil kak bisa nggak aku di kasih duit buat beli HP untuk mamahku yg lagi ulang tahun kak pliss,bang willie gue bantu nya wajah menang wajah menang wajah menang,"['bang', 'willie', 'gue', 'bantu', 'nya', 'wajah', 'menang', 'wajah', 'menang', 'wajah', 'menang']",negatif,-4
1627,2023,Dikit aja bang jangan banyak",bang willie doang beda vis isyarat menang wajah gembira urai air mata,"['bang', 'willie', 'doang', 'beda', 'vis', 'isyarat', 'menang', 'wajah', 'gembira', 'urai', 'air', 'mata']",positif,-4
1628,2023,Aku mau bot ngasih ortu di kampung,kak belikan motor beat ajar wajah dengan tangan tutup mulut lipat tangan,"['kak', 'belikan', 'motor', 'beat', 'ajar', 'wajah', 'dengan', 'tangan', 'tutup', 'mulut', 'lipat', 'tangan']",netral,-4
1629,2023,kk wili iPhone nya bagus ada kah iPhone buat aku??,follow akun tiktok youtube ig nya kak wil kak kasih duit beli hp mamah ulang kak plis,"['follow', 'akun', 'tiktok', 'youtube', 'ig', 'nya', 'kak', 'wil', 'kak', 'kasih', 'duit', 'beli', 'hp', 'mamah', 'ulang', 'kak', 'plis']",netral,-4
1630,2023,Ku tantang kak willie ke lombok,dikit bang,"['dikit', 'bang']",negatif,-4
1631,2023,  anjay ??,bot asih orang tua kampung,"['bot', 'asih', 'orang', 'tua', 'kampung']",negatif,-4
1632,2023,aku pingin bayar utang bang wili dua juta om,wili iphone nya bagus kah iphone wajah dengan tangan tutup mulut,"['wili', 'iphone', 'nya', 'bagus', 'kah', 'iphone', 'wajah', 'dengan', 'tangan', 'tutup', 'mulut']",negatif,-4
1633,2023,Lucu parah sih ini,ku tantang kak willie lombok,"['ku', 'tantang', 'kak', 'willie', 'lombok']",negatif,-4
1634,2023,Kak adakah buat penyambung hidup,anjay wajah gembira urai air mata,"['anjay', 'wajah', 'gembira', 'urai', 'air', 'mata']",negatif,-4
1635,2023,Mau dong will buat modal usaha...,pengin bayar utang bang wili juta om,"['pengin', 'bayar', 'utang', 'bang', 'wili', 'juta', 'om']",negatif,-4
1636,2023,minta modal usaha bang willie27,lucu parah sih,"['lucu', 'parah', 'sih']",positif,-4
1637,2023,???????? kkka wili minta aipon nya dong,kak ada sambung hidup,"['kak', 'ada', 'sambung', 'hidup']",netral,-4
1639,2023,"Pergi ke Bali lanjut ke gili sambil bawa spirtus, bang Willie dan dr. Richad Lee bisa kah pinjam dua ratus? Hhehehehehehe    .richard_lee",wil modal usaha,"['wil', 'modal', 'usaha']",netral,-4
1640,2023,"Kasih pertanyaan ke saya kak willi ,yg lg butuh",modal usaha bang willie,"['modal', 'usaha', 'bang', 'willie']",netral,-4
1641,2023,bantu aku dong ka buat berobat jantung,wajah menang wajah menang wajah menang wajah menang kka wili aipon nya,"['wajah', 'menang', 'wajah', 'menang', 'wajah', 'menang', 'wajah', 'menang', 'kka', 'wili', 'aipon', 'nya']",netral,-4
