,index,Tahun,Comments,preprocessed
2300,824,2024,Mau lah 😍,wajah senyum lebar mata hati
2301,825,2024,Bismillah saya mau dong kak udah paket komplit,bismillah kak paket komplit
2302,826,2024,Belun dapet kak..,bun kak
2303,828,2024,Kak riccienick mau iphone,kak riccienick iphone
2304,829,2024,Abang saya udah. Follow,abang follow
2305,833,2024,"Bang aku udh follow TikTok, Instagram dan udah subscribe YouTube nya",bang follow tiktok instagram subscribe youtube nya
2306,836,2024,"Walau pun jauh kalu udah rzki pasti dapet ,,,, tp tetep slalu ku support ,,smangat",rzki ku support semangat
2307,838,2024,Kak bangi bangi ke cerbon dong,kak bang bang cerbon
2308,840,2024,Kak tolong bs di bantu pembangunan masjid di kampung q,kak tolong bantu bangun masjid kampung ku
2309,842,2024,Di ambill lgi ntr di belakang kamera wkwk,ambil entar kamera wkwk
2310,843,2024,Bismillah Aku Udah Paket Lengkap Buat Sekolah Adik Saya😊,bismillah paket lengkap sekolah adik wajah senyum dengan mata bahagia
2311,845,2024,  bener tuchh,tuh
2312,846,2024,"Mmi mau donkk, tp di semarang😂😂",mmi semarang wajah gembira urai air mata wajah gembira urai air mata
2313,847,2024,Ke bogor utara bang pomad,bogor utara bang pomad
2314,848,2024,Aku mau aku mau... Tpi aku di dusun indralaya sumsel.... Ah kali2 aja ke unsri atau sekolah ku tmpt ngajar...,dusun indralaya sumsel ah kali unsri sekolah ku ajar
2315,849,2024,Ukuh dh paket lengkap,ukuh dah paket lengkap
2316,850,2024,Mau aja di begoin tong2.mn mungkin dia ngasih hp.plingan juga 200rb wkkwkwk,begoin tongmana asih hpplingan rb wkkwkwk
2317,851,2024,"Unfollow aja ga guna ngemis"" gk pernah dapet mending kerja percuma kaya raya ini kan TiTiPAN dari Allah",unfollow ngemis mending kerja kayak raya titip allah
2318,852,2024,Mau dong koh q juga mau di ciduk,koh ku ciduk
2319,853,2024,"Aku sudah follow tiktok IG dan youtube tapi gak dapat apa"" Ini mungkin hoax cari followers",follow tiktok ig youtube hoax cari followers
2320,854,2024,❤️kpn aku dpt bang😍,hati merah bang wajah senyum lebar mata hati
2321,855,2024,Mau dong di bagi bagi,
2322,858,2024,Yahh   gak bisa bagi ke aku soal ny aku di Sengkang Sulawesi Selatan kota wajo😢😢😢 jauh banget yang bisa bahasa Bugis like 😂,ya nya sengkang sulawesi selatan kota wajo wajah menang wajah menang wajah menang banget bahasa bugis like wajah gembira urai air mata
2323,859,2024,Mau dong bos,bos
2324,860,2024,Semua hadiah settingan,hadiah settingan
2325,861,2024,  bener bangett😮😢,banget wajah dengan mulut buka wajah menang
2326,863,2024,sini ke Depok cinere,depok cere
2327,864,2024,Hy kokoh.. Sy mau HP dong buat anak dya bljar sekolah  ksihan anakqu HP nya rusak... Ksihan anak yatim koh,hai kokoh hp anak bljar sekolah ksihan anakqu hp nya rusak ksihan anak yatim koh
2328,866,2024,Mau dong kk di pagi mautong,pagi mautong
2329,867,2024,Gue tingal di timor Leste aku mau dong hape nya dong nama aku Liana🙏🙏,gue tinggal timor leste hape nya nama liana lipat tangan lipat tangan
2330,869,2024,𝑎𝑘𝑢 𝑚𝑎𝑢 𝑑𝑜𝑛𝑔,  
2331,870,2024,Tu lh nmanya akhirzamam😭🙏,nmanya akhirzamam wajah menang keras lipat tangan
2332,871,2024,Gue unfollow,gue unfollow
2333,872,2024,Main kesawangan bang komplek alunara residen  gua sicurity nya 😍 .,main sawang bang komplek alunara residen gua sicurity nya wajah senyum lebar mata hati
2334,874,2024,Waduh puasa full😂😂,puasa ful wajah gembira urai air mata wajah gembira urai air mata
2335,875,2024,Surabaya kota,surabaya kota
2336,876,2024,ke medan la bg,medan bang
2337,878,2024,Mau donk,
2338,879,2024,Mau dong ko rezekinya,rezeki
2339,880,2024,Saya jg mau atuh hp nya ricci 😍😍,atuh hp nya ricci wajah senyum lebar mata hati wajah senyum lebar mata hati
2340,881,2024,Aku udh follow KK paket lengkap bngt,follow paket lengkap banget
2341,882,2024,"Assalamu'alaikum mau dong kak riccie kepasar kemis dong, pingin buat bayar utang sm sekolah anak kak😢",assalamualaikum kak riccie pasar kemis pengin bayar utang sekolah anak kak wajah menang
2342,884,2024,Bang ke palembang bang,bang palembang bang
2343,886,2024,Ka mau  iPhone ka,kak iphone kak
2344,887,2024,Bismillah ipone,bismillah ipone
2345,888,2024,Sini bang samperin gw di Lampung,bang samperin gue lampung
2346,889,2024,Kak ke Ambon dong,kak ambon
2347,890,2024,Mg j kk riccie smpk kemlg kk mg j q  dpt rejeki...🤲🤲🤲,moga riccie smpk kemlg moga ku rejeki tangan angkat dan rapat sama tangan angkat dan rapat sama tangan angkat dan rapat sama
2348,891,2024,bang aku mau uwang tapi aku  di semarang,bang uwang semarang
2349,892,2024,Aku Mau atuh HP nya ka😁,atuh hp nya kak wajah gembira dengan mata bahagia
2350,893,2024,"Bang   aku udh follow Ig. Tiktok. YouTube tpi ga prnah ketemu, sekali sekali kek k Priok Koja😁ehehehe",bang follow ig tiktok youtube ketemu kayak priok koja wajah gembira dengan mata bahagia ehehehe
2351,894,2024,Kooh aku uda paket lengkap tp kpn dapat thr,kooh paket lengkap thr
2352,895,2024,yg komen jelek di sebelah kanan 👉👉,komen jelek belah kanan tunjuk ke arah kanan tunjuk ke arah kanan
2353,896,2024,Salam dari lombok,salam lombok
2354,897,2024,kk aku dng udah follow TikTok ig yutub😢,follow tiktok ig yutub wajah menang
2355,898,2024,Saperin dong kesini di jakarta Utara alamat selekapnya aku dm,saperin kesini jakarta utara alamat lekap dm
2356,899,2024,Bang saya sudah folow ig youtub dan tiktok bang semoga dapat uang 45 juta untuk orang tua dan hp iphon untuk saya belajar,bang folow ig youtub tiktok bang moga uang juta orang tua hp iphon ajar
2357,901,2024,Mantull pokoeee,mantul pokoe
2358,902,2024,Mau dong kak hpnya,kak hpnya
2359,903,2024,Wkwkwk udh jelas follow semua dapat hp malah cemas yg ngasi wwkw baru kali ini liat konten kreator panik muka😂,wkwkwk follow hp cemas asih wwkw kali lihat konten kreator panik muka wajah gembira urai air mata
2360,904,2024,Palingan yg d kasihnya cmn 200rbu😂,paling kasih cuman rbu wajah gembira urai air mata
2361,906,2024,KK ke Bali dong biyar pernah di kasih hadiyah,bal biyar kasih hadiyah
2362,907,2024,Ke kabupaten Sintang,kabupaten sintang
2363,908,2024,"Sekali"" ke Kalimatan barat dong bag riccie",kalimat barat bag riccie
2364,909,2024,Halo bg,halo bang
2365,910,2024,Kk aku pengen  udh lama  pollow,pengin pollow
2366,911,2024,Menyala bos qwu🔥,nyala bos qwu api
2367,912,2024,Malah mirip kek  .jia,kayak jia
2368,913,2024,kalau sayq sih mau tapi hp murah saja sih,sayq sih hp murah sih
2369,914,2024,Mau dong ko,
2370,915,2024,Semoga berkah dan kknya terus sehat ya.,moga berkah kknya sehat ya
2371,916,2024,Gua udh pakek lengkap bg,gua pakai lengkap bang
2372,917,2024,Semoga bisa ke temu,moga temu
2373,919,2024,Probolinggo hDir bang,probolinggo hdir bang
2374,920,2024,"Mw donk kak, bwat bantu modal usaha suami",kak bwat bantu modal usaha suami
2375,921,2024,Tapi ngk pernah ke nias,nias
2376,922,2024,ABG ABG 😂😂😂😂,abang abang wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata
2377,924,2024,dah cocok kalian berdua,deh cocok dua
2378,925,2024,Hahahaha abg 😂😂,hahahaha abang wajah gembira urai air mata wajah gembira urai air mata
2379,926,2024,Nikahin bang🤣🔥,nikah bang tertawa terbahakbahak api
2380,928,2024,Cinta luna niat ngajarin yg baik tapi dia malah merubah ciptaan ALLAH😢,cinta luna niat ajar rubah cipta allah wajah menang
2381,929,2024,Konten palsu admin minta biaya,konten palsu admin biaya
2382,930,2024,Tobat tobat,tobat tobat
2383,931,2024,❤️ban riccie kreng,hati merah ban riccie kreng
2384,932,2024,Yang mau beli followers silahkan dm ig saya yaa😀,beli followers sila dm ig ya wajah gembira
2385,934,2024,Kak aku udh paket lengkap Instragram sumpah,kak paket lengkap instragram sumpah
2386,935,2024,Lucinta luna sblum op ktany cewe cuy ktanya cntik,lucinta luna op ktany cewek cuy cantik
2387,936,2024,mashallah ❤️,mashallah hati merah
2388,937,2024,Busett suaranya kek robot teletubis,buset suara kayak robot teletubis
2389,938,2024,Kak dari pada uang nya buat main mainin cewek mending di bagi ke Palestina aja mereka lebih butuh uang 🔥🔥,kak uang nya main mainin cewek mending palestina butuh uang api api
2390,939,2024,هذا اخر الزمان,  
2391,940,2024,"Harusnya kakak bawa cukuran cukur aja rambutnya sampe botak🤣 , aku juga heran sendiri kenapa kak Rick suka sama rambut naruto nya😭",kakak bawa cukur cukur rambut botak tertawa terbahakbahak heran kak rick suka rambut naruto nya wajah menang keras
2392,941,2024,Kk tanggal lahir sama bulan kita sama kk beda tahun nya aja,tanggal lahir beda nya
2393,942,2024,Ajakin ke mekkah dong kak lucintaluna,ajak mek kak lucintaluna
2394,943,2024,  bismillah 1jt,bismillah jt
2395,944,2024,Bang pacarin pramayshella aj yg difollow andre.inthesky aja,bang pacarin pramayshella difollow andreinthesky
2396,945,2024,  hy kak😍,hai kak wajah senyum lebar mata hati
2397,946,2024,Emng bowleh 😭😭🗿🗿,bowleh wajah menang keras wajah menang keras moa moa
2398,947,2024,Dah mSuk itungan cewe sih kyaknya.soalnya dah g berbatang.dah lah yg penting nutup aurat..,deh masuk hitung cewek sih kayaknyasoalnya deh berbatangdeh nutup aurat
2399,948,2024,Yg bawa koper kak lucinta luna malah dia yg lebih cakep,bawa koper kak lucinta luna cakep
2400,949,2024,"Mahrom bg bukan muhrim, muhrim itu baju orng haji",mahrom bang muhrim muhrim baju orang haji
2401,950,2024,Kucinta Luna berdakwah😂😂😂🔥🔥🔥🔥,cinta luna dakwah wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata api api api api
2402,951,2024,Hh akhirnya tobat jg🔥😂,h tobat api wajah gembira urai air mata
2403,952,2024,udah bang cocok coba jadiin istri siapa tau beneran jadi 😂,bang cocok coba jadi istri tau benar wajah gembira urai air mata
2404,953,2024,"Panggil Abang aja kan itu Muhammad Fatah, bukan lucinta lupis",panggil abang muhammad fatah lucinta lup
2405,954,2024,"""GK mahram""😂",mahram wajah gembira urai air mata
2406,959,2024, .naaa_ lu aja pakek peci. Sama. Sarung lucu kalik ahhhh najis😂,naa lu pakai peci sarung lucu kali ah najis wajah gembira urai air mata
2407,960,2024,Gk usah ke Eropa nyari cewe itu dah dateng sendiri cewenya,eropa cari cewek deh cewenya
2408,961,2024,Muhrim buat yang berihram,muhrim ihram
2409,963,2024,Sesuai request ygy,sesuai request ygy
2410,964,2024,hooh hooh😪,hooh hooh wajah antuk
2411,965,2024,The real starboy,the real starboy
2412,966,2024,  starboy sesungguhnya,starboy sungguh
2413,967,2024,Bukan muhrim😭😭,muhrim wajah menang keras wajah menang keras
2414,968,2024,"The real jangan menilai siapa dari luarnya saja , tapi apa isi ilmunya🤣🤣",the real nilai luar isi ilmu tertawa terbahakbahak tertawa terbahakbahak
2415,969,2024,Tapi cantik 😂,cantik wajah gembira urai air mata
2416,970,2024,  Lord Kaya🗿🗿,lord kayak moa moa
2417,972,2024,Sbnrnya cantik tapi suaranya harus ditukar its my opinion🙌,sbnrnya cantik suara tukar its my opinion angkat tangan
2418,973,2024,  bisa kali,kali
2419,974,2024,Dah nikah aja ..dah cocok soalnya 😂,deh nikah deh cocok wajah gembira urai air mata
2420,975,2024,Lelaki tulen,lelaki tulen
2421,976,2024,  minta Iphone heheh😁,iphone heheh wajah gembira dengan mata bahagia
2422,977,2024,Dari pada lu ga jelas🗿,lu moa
2423,978,2024,"Kenapa lucinta Luna cantiknya melebihi cewe asli sih😂
Apakah ini yg d namakan bidadara di dunia fana ?😂",lucinta luna cantik lebih cewek asli sih wajah gembira urai air mata nama bidadara dunia fana wajah gembira urai air mata
2424,979,2024,Berarti klo bkn bln rmdhn aurat ny gk tertutup 🗿👍,kalo rmdhn aurat nya tutup moa jempol ke atas
2425,980,2024,"Lucinta luna tertutup pakaian nya jangan cuma pas ramadhan dowang, setiap hari sampek tua pakaian tertutup itu harus",lucinta luna tutup pakai nya pas ramadhan dowang tua pakai tutup
2426,981,2024,Iy nih,iya nih
2427,982,2024,Kalau followernya 3 j di ig pacarin lucinta luna bg,followernya ig pacarin lucinta luna bang
2428,985,2024,Jadiin lucinta luna pacar yg ke 100,jadi lucinta luna pacar
2429,986,2024,  hahaha,hahaha
2430,987,2024,  ehh😭,eh wajah menang keras
2431,988,2024,Ngakak seru bgt sering2 ma lucinta bang nick,akak seru banget seringsering lucinta bang nick
2432,989,2024,Setelah nonton film siksaan neraka malah main tersesat 😭😭,tonton film siksa neraka main sesat wajah menang keras wajah menang keras
2433,990,2024,Rambutnya kaya goku njirr,rambut kayak goku anjir
2434,991,2024,"Sumpah,Sudi deh klo riccie pacaran sama lucinta",sumpah sudi deh kalo riccie pacar lucinta
2435,992,2024,Kak kok aku chat kakak kok ga di balas,kak chat kakak balas
2436,993,2024,Kalau yg ini dinikahin juga gpp,dinikahin gp
2437,994,2024,  lucinta Abang lu bukan bang😂,lucinta abang lu bang wajah gembira urai air mata
2438,995,2024,"jangan liat siapa yang menyampaikan,lihat apa yang dia sampaikan🔥",lihat lihat api
2439,996,2024,  di komen sama yg lebih soltan ga tuh 🤣🤣,komen soltan tuh tertawa terbahakbahak tertawa terbahakbahak
2440,997,2024,🗿tambahin jadi pacar lu bg gua follow,moa tambah pacar lu bang gua follow
2441,998,2024,  bg willie dateng🗿🗿,bang willie moa moa
2442,999,2024,  jadiin pacar kek 1001 ko 😂,jadi pacar kayak wajah gembira urai air mata
2443,1001,2024,Bukan muhrim tapi di seret akhirnya🤣🙏🙏,muhrim seret tertawa terbahakbahak lipat tangan lipat tangan
2444,1002,2024,  Lucinta luna nya lucu tapi riccie nya gk🤣,lucinta luna nya lucu riccie nya tertawa terbahakbahak
2445,1003,2024,Rambut kesamber petir ngebacot kontol,rambut kesamber petir ngebacot kontol
2446,1004,2024,"Omong"" doangs ah",omong doangs ah
2447,1005,2024,Loh... landak?,loh landak
2448,1006,2024,Suara nya masih kek cowo😂🗿,suara nya kayak cowok wajah gembira urai air mata moa
2449,1007,2024,Pacarin lucinta luna,pacarin lucinta luna
2450,1009,2024,Ahhhh lucinta Luna gak tobat tobat setelah nonton siksa neraka,ah lucinta luna tobat tobat tonton siksa neraka
2451,1010,2024,Pacarin aja langsung si lucinta Luna nya bg bagus tu bg cowo bisa cewe juga bisa 😂😂😂,pacarin langsung sih lucinta luna nya bang bagus bang cowok cewek wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata
2452,1011,2024,  will banyak amat yg komen minta sesuatu dh,wil komen dah
2453,1012,2024,Katanya bukan muhrim tp dipegang🤣,muhrim pegang tertawa terbahakbahak
2454,1013,2024,Tapi cntk juga kalau pakai kerudung🤣,cantik pakai kerudung tertawa terbahakbahak
2455,1015,2024,Belum tau Mio Mirza,tau mio mirza
2456,1017,2024,"sudahi sedih mu ,kekalahan sebelumnya AYO BALAS BERSAMA KAMI AON888,,🤑🔥MAXWIN BERKALI KALI DENGAN MODAL SEADANYA,,kami memberikan bukti bukan sekedar janji⭐
Pokoknya terbaik dan #mantap 🔥🔥
situsnya yg gacor , depo dan juga wd nya kilat
#aon888 #slotgacor #wdkilat #depocepat",sudah sedih mu kalah ayo balas aon wajah materialistis api maxwin kali kali modal ada kami bukti dar janji bintang medium putih pokok baik api api situs gacor depo wd nya kilat
2457,1018,2024,Sesat bgt liat nya banggg,sesat banget lihat nya bang
2458,1019,2024,Jangan macem2 bang nanti dapet toleransi sendiri gimana bang 😢 1 aja cukup ga usah 100… kebanyakan buat apa bang 😢😢😢😢😢,macammacam bang toleransi bang wajah menang banyak bang wajah menang wajah menang wajah menang wajah menang wajah menang
2459,1020,2024,Bang lu bikin pabrik iiphon,bang lu bikin pabrik iiphon
2460,1021,2024,  mau iphone,iphone
2461,1023,2024,Bang lu mirip sun wukong kecil di xi Xing ji sumpah😂🙏🏻,bang lu sun wukong xi xing ji sumpah wajah gembira urai air mata lipat tangan warna kulit cerah
2462,1024,2024,  di komen lgsg sama yg punya lagu😢,komen langsung lagu wajah menang
2463,1025,2024,"selagi duet kita tebal,kita aman",selagi duet tebal aman
2464,1027,2024,  bnyk bg soalnya hewan gw salah satu korbannya,bang hewan gue salah korban
2465,1029,2024,  emng siapa jugaa iri,iri
2466,1030,2024,  anyenk😂,anyenk wajah gembira urai air mata
2467,1031,2024,buset mik e gemoy semua wak😂,buset mik e gemoy wak wajah gembira urai air mata
2468,1033,2024,  kak😭,kak wajah menang keras
2469,1034,2024,Yg lama bwat w aja bg klo gtu😂,bwat gue bang kalo wajah gembira urai air mata
2470,1035,2024,Kak r,kak r
2471,1036,2024,yang pertama cakep bang,cakep bang
2472,1037,2024,s landak so keren,si landak sok keren
2473,1040,2024,Sasimo tmbh buaya,sasimo buaya
2474,1041,2024,  kasik paham ko,kasik paham
2475,1042,2024,Landak berbehel,landak berbehel
2476,1043,2024,Inii baru kecee🔥🔥🔥,kece api api api
2477,1044,2024,   gausa iri🔥,iri api
2478,1045,2024,Kyk lonte ga sih❓❗,kayak lonte sih tanda tanya merah tanda seru merah
2479,1046,2024,Buaya 🐊,buaya buaya
2480,1047,2024,Tobat bang,tobat bang
2481,1048,2024,Bayangin dosa yg kamu buat bang,bayang dosa bang
2482,1049,2024,"Rambutnya mirip valir anjir, kek abis di kesetrum listrik",rambut valir anjir kayak habis setrum listrik
2483,1050,2024,Dia siapa?,
2484,1051,2024,Cwenya cuma perlu uang nya and yg cwonya cuman perlu🗿.. ....,cwenya uang nya and cwonya cuman moa
2485,1052,2024,Rambutnya abis kena apa?,rambut habis kena
2486,1053,2024,Murah murah murah murah murah han,murah murah murah murah murah han
2487,1057,2024,Apasi najis,apas najis
2488,1058,2024,  kira kira dia udh bgentod berapa kali ya,bgentod kali ya
2489,1060,2024,Anajy hati² bang nnti bnyk bencana,anajy hati bang bencana
2490,1061,2024,"KOMEN NYA ITI SEMUAA, MISKIN YA",komen nya iti miskin ya
2491,1062,2024,Sikat gigi tol kontol.,sikat gigi tol kontol
2492,1063,2024,Lgu nya cocok sama lu pencitraan🤣🤣🤣,lagu nya cocok lu citra tertawa terbahakbahak tertawa terbahakbahak tertawa terbahakbahak
2493,1065,2024,KARNA ada uang aja lu bang kalau ga ad mana mau mereka sama rambut kek kesentrum listrik,uang lu bang rambut kayak sentrum listrik
2494,1066,2024,Gaje bgt boruto,banget boruto
2495,1067,2024,  wow😂,wow wajah gembira urai air mata
2496,1069,2024,Hahaha kaya singa😂,hahaha kayak singa wajah gembira urai air mata
2497,1070,2024,yg pertama gacor baju putih🔥,gacor baju putih api
2498,1071,2024,ah nanti juga putus,ah putus
2499,1072,2024,Gw tau sih itu cewe nya pada mau ama Goku karna uang aja 😂😮🔥🔥🔥,gue tau sih cewek nya goku uang wajah gembira urai air mata wajah dengan mulut buka api api api
2500,1073,2024,mukak kek sempak talinya ngembang🔥😂,mukak kayak sempak tali ngembang api wajah gembira urai air mata
2501,1074,2024,  AJG GOKU😭,ajg goku wajah menang keras
2502,1075,2024,Buat cowo alim skip video ini nanti jadi ahli. Neraka,cowok alim skip video ahli neraka
2503,1076,2024,Ciri ciri orang ahli neraka 🙄,ciri ciri orang ahli neraka wajah dengan mata ke atas
2504,1077,2024,  terjemahannyaa😭😭,terjemah wajah menang keras wajah menang keras
2505,1078,2024,Muka landak rambut goku kelakuan norak,muka landak rambut goku laku norak
2506,1079,2024,  😂😂😂😂,wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata
2507,1080,2024,Menyala goku🔥,nyala goku api
2508,1081,2024,Kapan nikah nya bg,nikah nya bang
2509,1082,2024,"Terlihat ringan dibibir berat ditimbangan
• bismillahirrahmanirrahim
176
3x Subhanallah
3x Alhamdulillah
3x Allahuakbar
3x Astaghfirullah
3x Allahumma sholi A'la Sayyidina Muhammad wa A'la
A'li Sayyidina Muhammad
7x Allahumma Ajirni Minannar
1x La Haula Wala Quwwata ila billah
1x Allahumma As alukal husnal Al Jannah.
3x Allahumma innaka As alukal Al Jannah
2x Allahumma innaka 'afuwwun tuhibbul 'afwa fa 'fu Anni 2x Allahumma inni As aluka Ridhoka wal
Jannah Rasulullah SAW bersabda: ""Barang siapa yang menyampaikan 1 (satu) ilmu saja dan orang yang mengamalkannya, maka walaupun sudah tiada (meninggal dunia) pahala tetap mengalir kepadamu""",ringan bibir berat timbang bismillahirrahmanirrahim x subhanallah x alhamdulillah x allahuakbar x astaghfirullah x allahumma sholi alah sayyidina muhammad wa alah ali sayyidina muhammad x allahumma ajirni minannar x haula wala quwwata ila billah x allahumma as alukal husnal al jannah x allahumma innaka as alukal al jannah x allahumma innaka afuwwun tuhibbul afwa fa fu anni x allahumma as aluka ridhoka wal jannah rasulullah saw sabda barang ilmu orang amal tiada tinggal dunia pahala alir kepada
2510,1084,2024,Yg pake tenktop putih  yg pertama,pakai tenktop putih
2511,1085,2024,Itu rambut model apa,rambut model
2512,1086,2024,Istigfar mas,istigfar mas
2513,1087,2024,Norak bang,norak bang
2514,1088,2024,  soto,soto
2515,1089,2024,murahan cwenya,murah cwenya
2516,1090,2024,P guys comenan lo semua ngebayar dia jir,p guys comenan lo ngebayar jir
2517,1091,2024,Bg lu gpp di dunia kaya gini tapi kalo di akhirat gimana,bang lu gp dunia kayak kalo akhirat
2518,1092,2024,rambut lu kaya jagung bg,rambut lu kayak jagung bang
2519,1093,2024,"namanya rambut petir ya,",nama rambut petir ya
2520,1094,2024,    bang😂,bang wajah gembira urai air mata
2521,1095,2024,  wkwkwkwk,wkwkwkwk
2522,1096,2024,super saiyan lagi party,super saiyan party
2523,1098,2024,Huekkkk anjirr😭😭,huek anjir wajah menang keras wajah menang keras
2524,1100,2024,Rambutnya kyk Naruto tpi versi murah🔥,rambut kayak naruto versi murah api
2525,1101,2024,  menelan fakta,tel fakta
2526,1102,2024,Ati ati mas jadi kere roda kehidupan berputar terus 🤣,ati ati mas kere roda hidup putar tertawa terbahakbahak
2527,1103,2024,ayooo  ,ayo
2528,1104,2024,Murahan anjayy👏,murah anjay tepuk tangan
2529,1105,2024,  yg baju putih bang😂,baju putih bang wajah gembira urai air mata
2530,1106,2024,Bpk nya kerja banting tulang anak pamer tali kutang,bpk nya kerja banting tulang anak pamer tali kutang
2531,1107,2024,Buaya darat,buaya darat
2532,1108,2024,Murahhh nyoooo🔥,murah nya api
2533,1109,2024,Ett muka lu kaya abis ke sambet listrik pea😂,et muka lu kayak habis sambet listrik pea wajah gembira urai air mata
2534,1110,2024,rambut lu tu kaya tegangan listrik,rambut lu kayak tegang listrik
2535,1111,2024,urat malunya uda putus ya?,urat malu putus ya
2536,1112,2024,klo aku mah takut 🗿,kalo mah takut moa
2537,1114,2024,"  bukan sasimo, yg mau cewenya karna faktanya cewe bisa dibeli pake uang🙌",sasimo cewenya fakta cewek beli pakai uang angkat tangan
2538,1115,2024,Whit² mau juga 🔥,whit api
2539,1117,2024,muka kek kontol,muka kayak kontol
2540,1118,2024,"Tampan dari mana, wong mirip guk guk gitu",tampan guk guk
2541,1119,2024,Rambut lu kek jembut bang,rambut lu kayak jembut bang
2542,1120,2024,Rambutnya kek sangkar burung,rambut kayak sangkar burung
2543,1121,2024,Sok ganteng anj,sok ganteng anjing
2544,1122,2024,menyala sasimo 🔥,nyala sasimo api
2545,1123,2024,biar apa golo,biar golo
2546,1124,2024,  asik sendiri,asik
2547,1125,2024,Tapi emang lu orang nya asik bgt bang yang gue tau,lu orang nya asik banget bang gue tau
2548,1126,2024,"Apasi ni belut darat , rambut kaya sapu lidi",apas nih belut darat rambut kayak sapu lidi
2549,1127,2024,Uang merubah segalanya🔥,uang rubah api
2550,1129,2024,Kapan bisa ketemu dan di jajanin kak riccie yg sukses ini??😍,ketemu jajanin kak riccie sukses wajah senyum lebar mata hati
2551,1130,2024,Keren bngt ❤️❤️❤️,keren banget hati merah hati merah hati merah
2552,1131,2024,Kak riccie kapan kemakassar,kak riccie kemakassar
2553,1132,2024,  bisa bantu saya nggk,bantu
2554,1133,2024,Pengen ketemu dia  ,pengin ketemu
2555,1134,2024,Pesona cowok star boy,pesona cowok star boy
2556,1135,2024,"Aku gak usah di ajak liburan kak buat bayar kontrakan ajah untuk bulan ini. Karena aku blom dapa pekerjaan kak ,",ajak libur kak bayar kontra dapa kerja kak
2557,1136,2024,Ikutanlah bang,ikut bang
2558,1137,2024,Menyaka kakak ku😁,saka kakak ku wajah gembira dengan mata bahagia
2559,1138,2024,THIS IS USAHA TIDAK MENGHIANATI HASIL 🔥🔥🔥,this is usaha menghianati hasil api api api
2560,1139,2024,Semoga kita berjupa kk,moga berjupa
2561,1141,2024,Laki laki beruntung ❤️,laki laki untung hati merah
2562,1142,2024,Pinjam dulu seratus🔥🔥,pinjam ratus api api
2563,1143,2024,Keren koko😍,keren koko wajah senyum lebar mata hati
2564,1146,2024,Kesulawesi yukk 😍,kesulawesi yuk wajah senyum lebar mata hati
2565,1147,2024,Menyala abangku🔥🔥,nyala abang api api
2566,1148,2024,Menyala Abangq,nyala abangq
2567,1149,2024,Di ajak dong😅❤️🔥,ajak wajah senyum lebar dan keringat hati merah api
2568,1150,2024,Mantab bgt liburan nya ..,mantab banget libur nya
2569,1151,2024,pantes pesawatnya dibelakang rumah ilang disini skalinya...ngomong lenkali leh,pesawat belakang rumah hilang skalinya omong lenkali
2570,1152,2024,Sloww santai bosku,slow santai bos
2571,1153,2024,Kasi semangat aja dr jauh🙌🙌🙌,kasih semangat angkat tangan angkat tangan angkat tangan
2572,1156,2024,Ka bagi2 hadiah ny sypa tau dpt rezeki dri ka riccie,kak bagibagi hadiah nya tau rezeki kak riccie
2573,1157,2024,Gnteng nya oy oy,gnteng nya oy oy
2574,1158,2024,Kk kirem uang buat saya kk untuk uang sekolah soalnya saya ko gak bayar uang ijaja saya gak bisa sklh lgi saya butuh uangnya 700 kk moga dikirim aminnn🙏 semoga ko dkiremin sehat selalu sukses truss aminnnn🔥🔥,kirem uang uang sekolah bayar uang ijaja sekolah butuh uang moga kirim amin lipat tangan moga dkiremin sehat sukses amin api api
2575,1159,2024,Keren dan cakep❤️,keren cakep hati merah
2576,1161,2024,Masyallah Pemandangan Nya Enak Bgt ya Kalau Udah Hasilin Uang Sendiri,masyallah pandang nya enak banget ya hasilin uang
2577,1162,2024,Sukses selalu bg,sukses bang
2578,1163,2024,Moga dapat rezeki dari mr Riccie,moga rezeki mr riccie
2579,1164,2024,Jepang bg 😂,jepang bang wajah gembira urai air mata
2580,1166,2024,Moga aja dpt uang jajan dari mr. Riccie 🔥🔥menyala abangku senja yang sangat bagus,moga uang jajan mr riccie api api nyala abang senja bagus
2581,1167,2024,Aku sudah follow,follow
2582,1168,2024,Mau iphone15pro nya dong,iphonepro nya
2583,1169,2024,Mantap bang. Pengen liburan juga tpi blm ada dana,mantap bang pengin libur dana
2584,1171,2024,Sukses trus bang🔥,sukses bang api
2585,1172,2024,Semoga sya termasuk yg orang beruntung yg dpt rezeky dari kk🤲,moga orang untung rezeky tangan angkat dan rapat sama
2586,1173,2024,Wow masa depanku,wow depan
2587,1175,2024,Kagak ngajak om,kagak ajak om
2588,1177,2024,  bismillah smoga ada rezeki buat anak anak ku bg buat beli susu 🍼🙏amin ya allhamoga rezeki.,bismillah moga rezeki anak anak ku bang beli susu botol bayi lipat tangan amin ya allhamoga rezeki
2589,1178,2024,Kka aku mau hp ip dong untuk jualan bsa kh,kakak hp ip jual kah
2590,1179,2024,"Keren Star boy mah bebas,",keren star boy mah bebas
